Contrast_0,Contrast_45,Contrast_90,Contrast_135,Correlation_0,Correlation_45,Correlation_90,Correlation_135,Energy_0,Energy_45,Energy_90,Energy_135,Homogeneity_0,Homogeneity_45,Homogeneity_90,Homogeneity_135,Label
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0.0526315789473684,0.0526315789473684,0,0.0526315789473684,-0.0187667560321716,-0.0187667560321716,1,-0.0187667560321716,0.900277008310249,0.900277008310249,0.905,0.900277008310249,0.973684210526316,0.973684210526316,1,0.973684210526316,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
0,0,0,0,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,-0.0187667560321716,1,1,1,1,1,1,1,1,3
